cultura,area_ha,ph,fosforo_ppm,potassio_ppm,materia_organica_percent,fase_enos,precipitacao_total_ciclo,temperatura_media_ciclo,temperatura_max_ciclo,dias_calor_extremo_ciclo,produtividade_kg_ha
Algodão,19.28,5.79,14.87,98.42,1.99,Neutro,1219.6,25.331501913983335,37.2,5.083333333333333,1727.814421438488
Soja,18.38,6.0,15.87,44.02,2.19,Neutro,906.8,25.408063978673777,37.2,5.0,3451.22505482376
Milho,20.54,5.44,5.54,54.35,2.71,Neutro,997.3,25.37391554151106,37.2,5.0,6503.657744195305
Soja,20.98,4.88,15.66,134.53,3.27,Neutro,941.3,25.37058635052868,37.2,4.708333333333333,4182.033394224569
Milho,20.1,6.11,24.33,95.55,2.39,Neutro,1087.1,25.30740539068881,37.2,4.708333333333333,7350.621823291714
Milho,21.19,5.69,6.04,111.76,2.4,Neutro,1027.8,25.304808498741963,37.2,4.5,4270.978793098072
Soja,20.57,5.33,19.9,55.03,1.67,Neutro,895.7,25.376647319904404,37.2,4.5,3968.008648114323
Algodão,18.74,5.09,8.48,121.59,2.67,Neutro,1211.7,25.26509767004001,37.2,4.25,1878.010357729466
Algodão,19.04,5.82,10.08,94.48,2.04,Neutro,1218.4,25.26512381393196,37.2,4.25,1741.5124518471732
Milho,21.51,6.2,20.33,81.62,2.61,Neutro,1131.7,25.24404351286813,37.2,4.166666666666667,4721.4545314463785
Milho,21.58,5.54,24.5,126.14,3.16,Neutro,1142.0,25.223893109772074,37.2,3.8333333333333335,5034.915256791314
Soja,18.88,5.7,17.67,101.43,2.85,Neutro,906.7,25.29304647160069,37.2,3.8333333333333335,3905.0617695679884
Soja,21.49,4.93,6.9,49.71,2.49,Neutro,900.1,25.25138256912846,36.8,3.4166666666666665,4028.6930343622585
Soja,20.18,5.63,22.01,92.31,1.98,Neutro,833.5,25.27729083665339,36.8,3.2916666666666665,3635.1990572305126
Milho,21.9,4.81,8.54,113.53,1.83,Neutro,1130.6,25.1751134846462,36.8,3.2916666666666665,5043.183671344877
Milho,18.5,5.01,9.72,134.4,3.47,Neutro,1075.7,25.14784593437946,36.8,2.958333333333333,4921.827520735502
Soja,20.89,5.23,23.05,138.01,2.21,Neutro,961.6,25.139457539554407,36.8,2.958333333333333,3507.0229628204847
Algodão,21.6,5.7,16.29,116.49,2.07,Neutro,1258.6,25.180276179516685,36.8,3.0416666666666665,1803.2948480549921
Milho,18.75,6.06,12.94,98.06,2.55,Neutro,1098.6999999999998,25.11612721643681,36.8,2.6666666666666665,4872.141066351769
Soja,20.16,5.81,14.65,78.37,3.38,Neutro,911.6,25.151440472058315,36.8,2.6666666666666665,4071.0956986721676
Milho,20.83,6.08,13.38,67.12,3.4,Neutro,1130.8,25.103896801934965,36.3,2.4166666666666665,4244.762706694577
Algodão,20.84,5.25,6.49,84.06,3.08,Neutro,1289.1999999999998,25.117596175734125,36.3,2.2916666666666665,1889.099191662063
Soja,18.05,4.93,19.05,102.88,2.2,Neutro,957.0,25.037192522138405,35.8,2.0,3946.794417851794
Milho,21.2,5.99,9.59,68.29,1.92,Neutro,1109.6,25.025567365699512,35.8,1.7916666666666667,4878.633930541603
Soja,18.38,5.96,13.11,125.72,3.27,Neutro,915.4,25.013685950413223,35.8,1.5416666666666667,4038.901776429238
Soja,19.15,5.15,24.39,48.25,2.18,Neutro,903.0,25.000757314974187,35.8,1.5416666666666667,3980.5547957884955
Soja,19.02,4.93,8.54,105.01,2.59,Neutro,886.8,25.00667137310272,35.8,1.5416666666666667,3731.2426343832662
Milho,21.46,5.96,16.56,89.63,1.68,Neutro,1110.9,25.06948792783232,35.8,1.625,6188.448718009826
Milho,18.77,4.92,17.97,123.02,2.46,Neutro,1093.1999999999998,25.06897484446849,35.8,1.625,6995.190973721571
Algodão,20.81,5.07,20.07,136.36,1.64,Neutro,1218.2,25.087171597633137,35.8,1.625,1536.235082722554
Algodão,19.56,5.02,15.69,120.16,2.14,Neutro,1272.9,25.124819118614337,35.8,1.625,1644.0541394991806
Algodão,18.36,6.07,23.22,113.02,1.59,Neutro,1267.8,25.110817469204928,35.8,1.625,2064.6588753517776
Algodão,21.6,5.3,16.37,121.19,2.4,Neutro,1249.9,25.12880179171333,35.8,1.625,1772.3080386157446
Milho,19.82,5.53,7.41,83.25,2.41,Neutro,1054.2,25.055328928468832,35.8,1.625,5825.541708482382
Milho,21.11,5.05,16.38,108.03,2.04,Neutro,1098.0,25.07387070597782,35.8,1.4583333333333333,4649.231025478992
Algodão,19.42,4.83,13.0,113.85,2.23,Neutro,1244.3000000000002,25.109804372842348,35.8,1.4583333333333333,1645.5905399195638
Milho,19.37,5.83,10.77,42.13,1.97,Neutro,1065.1,25.063467492260063,35.8,1.4583333333333333,7526.683232713185
Algodão,19.25,5.34,19.46,127.74,2.54,Neutro,1239.4,25.103517704235127,35.8,1.4166666666666667,1947.0471525052901
Soja,18.58,4.88,20.9,124.84,2.69,Neutro,874.4999999999999,24.98725099601594,35.8,1.3333333333333333,4043.0085325901427
Milho,19.99,5.59,17.08,120.98,3.41,Neutro,1108.0,25.061501724595384,35.8,1.4166666666666667,4521.79092423307
Milho,18.86,6.06,22.12,54.3,2.83,Neutro,1065.9999999999998,25.06049762370701,35.8,1.4166666666666667,5510.607593475049
Milho,18.77,5.47,15.42,132.05,3.12,Neutro,1117.8,25.01713982488724,34.5,0.875,5171.33311796778
Milho,18.12,5.66,12.13,142.82,1.81,Neutro,1118.6,25.01734774584761,34.5,0.875,3782.019194557837
Algodão,20.45,6.19,11.85,127.43,2.7,Neutro,1259.7,25.086923591000225,34.5,0.7083333333333334,1627.1319895255485
Algodão,18.68,5.96,7.82,47.51,3.25,Neutro,1225.6999999999998,25.057613556130853,34.5,0.7083333333333334,1927.5657461919016
Milho,18.01,5.94,18.52,94.86,2.78,Neutro,1136.0,25.02205154907576,34.5,0.7083333333333334,4256.213628728403
Algodão,19.05,5.82,9.27,112.74,3.04,Neutro,1246.0,25.069337582517644,34.5,0.5,2138.124096793088
Soja,18.66,5.31,21.86,106.45,2.9,Neutro,910.0,24.93550699897576,34.5,0.4166666666666667,3846.774761001092
Soja,19.62,5.34,14.46,75.44,2.09,Neutro,823.4000000000001,24.91535675479899,32.7,0.1666666666666666,3687.2067560295927
Soja,20.68,5.2,17.84,137.13,2.32,Neutro,838.0999999999999,24.931256674973294,32.7,0.1666666666666666,3806.4742611942957
Milho,20.71,6.16,12.21,50.75,3.19,Neutro,1055.4,24.97073170731707,32.7,0.25,6290.01339638096
Milho,20.02,5.06,9.34,120.12,2.55,Neutro,1054.6,24.970206896551723,32.7,0.25,3828.011930982131
Milho,20.9,6.0,8.49,149.67,2.37,Neutro,1087.9,24.986760413902893,32.7,0.25,6522.020544300148
Soja,18.09,4.91,9.72,149.74,2.26,Neutro,865.9,24.9118760757315,32.7,0.1666666666666666,3960.1317233184536
Milho,18.37,4.83,17.69,64.33,1.82,Neutro,1105.6999999999998,24.99093066174532,32.7,0.25,6866.75709785272
Milho,18.31,5.3,9.28,63.04,2.86,Neutro,1051.5,24.99840411144171,32.7,0.25,5556.973338870727
Algodão,21.24,5.06,12.6,134.12,2.72,Neutro,1202.6,25.104412094064948,32.7,0.2916666666666667,1748.6092223166816
Soja,18.12,5.08,22.38,124.45,1.82,Neutro,884.5,24.9094758764318,32.7,0.1666666666666666,4163.223181584033
Soja,18.55,5.44,14.29,112.03,2.06,Neutro,943.2,24.904030903594222,32.7,0.1666666666666666,4529.003117933409
Milho,18.62,5.55,14.48,146.14,2.81,Neutro,1117.2,25.000650872168706,32.7,0.25,5555.992044993567
Milho,21.93,5.73,16.84,40.9,1.63,Neutro,1047.2,24.99482049876679,32.7,0.25,4479.044407526089
Soja,18.03,5.77,9.45,124.54,2.04,Neutro,883.9000000000001,24.89940992710865,32.3,0.0416666666666666,4171.522588136814
Milho,19.1,5.45,13.21,105.67,1.76,Neutro,1066.8,24.99336199946251,32.3,0.125,5267.368283707446
Algodão,19.42,5.64,10.04,114.57,2.2,Neutro,1141.0,25.064698881218757,32.3,0.125,1775.1626215777535
Algodão,19.18,4.99,7.38,51.49,1.88,Neutro,1141.0,25.064698881218757,32.3,0.125,1893.3567943103324
Milho,20.89,5.39,9.16,115.4,2.08,Neutro,1000.0,24.98328173374613,32.3,0.125,6531.697943315183
Soja,19.12,5.35,6.5,46.55,2.21,Neutro,851.1999999999999,24.922661489587007,32.3,0.0416666666666666,4207.2439893853425
Milho,19.52,5.7,14.77,81.0,2.42,Neutro,980.6,24.99008905486929,32.3,0.125,5624.901088047878
Soja,19.15,5.03,12.59,122.08,2.78,Neutro,892.6,24.927477326167285,32.3,0.0416666666666666,3937.690248120887
Algodão,21.93,5.38,15.07,112.84,3.23,Neutro,1116.6,25.163889517772244,33.2,0.5416666666666666,1587.7606496465453
Algodão,19.92,6.15,6.77,67.95,2.55,Neutro,1102.1,25.187015289164638,33.2,0.6666666666666666,1749.6666888458897
Milho,20.1,4.95,21.98,83.04,2.19,Neutro,1051.3,25.03192723437912,32.3,0.125,4926.271812571191
Soja,18.27,5.13,17.71,130.68,2.47,Neutro,856.6,24.922379103423932,32.3,0.0416666666666666,4242.9731040334145
Milho,20.34,4.95,7.8,85.77,2.32,Neutro,1054.3,25.038518323227,32.3,0.125,6112.683255921876
Algodão,21.69,4.83,20.15,147.76,3.41,Neutro,1096.6,25.20008816398501,33.2,0.8333333333333334,1787.2019904641154
Milho,20.91,4.81,19.76,55.39,2.93,Neutro,1042.9,25.056929525805607,32.3,0.125,3885.524571136957
Soja,21.96,4.82,21.88,43.48,3.0,Neutro,847.0,24.94238111766748,32.3,0.0416666666666666,3866.1260949496395
Algodão,20.02,4.85,5.38,43.3,2.76,Neutro,1050.5,25.13427755296358,32.3,0.1666666666666666,1881.4573178683945
Soja,19.04,5.82,10.08,94.48,2.04,Neutro,406.0999999999999,25.70763078973676,33.6,5.083333333333333,3840.8138828880824
Soja,19.56,5.02,15.69,120.16,2.14,Neutro,416.7000000000001,25.744899967202365,33.6,5.666666666666667,4242.188808796626
Milho,18.88,5.7,17.67,101.43,2.85,Neutro,420.2000000000001,25.58519215264714,34.2,7.625,6437.115296839631
Soja,21.24,5.06,12.6,134.12,2.72,Neutro,405.1,25.666998932004272,33.6,4.0,4476.90197426102
Soja,20.9,6.0,8.49,149.67,2.37,Neutro,416.9,25.69879596485519,33.6,5.666666666666667,3647.6740600942667
Soja,18.5,5.01,9.72,134.4,3.47,Neutro,399.6,25.725770402980014,33.6,5.291666666666667,4022.8720585329575
Algodão,20.71,6.16,12.21,50.75,3.19,Neutro,415.5,26.065315214969925,37.1,18.0,1927.9234253408615
Milho,20.84,5.25,6.49,84.06,3.08,Neutro,414.6,25.67023464276299,35.8,9.625,6363.21417656271
Soja,20.83,6.08,13.38,67.12,3.4,Neutro,399.5,25.685673249551165,33.6,4.291666666666667,3594.5356900557135
Milho,19.18,4.99,7.38,51.49,1.88,Neutro,412.8,25.58739380652233,34.5,7.958333333333333,4976.722535051769
Soja,19.1,5.45,13.21,105.67,1.76,Neutro,412.8,25.68179731059364,33.6,5.833333333333333,3565.001892848669
Milho,18.55,5.44,14.29,112.03,2.06,Neutro,412.8,25.566990014265333,33.6,7.041666666666667,4285.578243775564
Soja,20.91,4.81,19.76,55.39,2.93,Neutro,412.8,25.640179429669978,33.6,5.958333333333333,4128.707396526177
Soja,18.74,5.09,8.48,121.59,2.67,Neutro,397.69999999999993,25.68427289048474,33.6,4.5,3909.7345531531737
Soja,21.58,5.54,24.5,126.14,3.16,Neutro,397.7,25.69971761383692,33.6,4.875,4184.875208536744
Milho,18.05,4.93,19.05,102.88,2.2,Neutro,410.7,25.553216208557664,33.6,7.166666666666667,6529.475126669911
Algodão,20.1,6.11,24.33,95.55,2.39,Neutro,397.8,26.1094960806271,37.1,19.25,1878.9400554222693
Algodão,19.15,5.03,12.59,122.08,2.78,Neutro,397.8,26.017264522101367,37.1,17.208333333333332,2017.1209460700293
Algodão,18.09,4.91,9.72,149.74,2.26,Neutro,396.8,26.160302962797957,37.5,20.166666666666668,1782.0259904068546
Milho,21.49,4.93,6.9,49.71,2.49,Neutro,396.0,25.561150467554544,34.2,7.625,4563.3029090242235
Milho,19.42,4.83,13.0,113.85,2.23,Neutro,386.9,25.68023414102913,35.8,9.958333333333334,5447.34442202906
Soja,20.1,4.95,21.98,83.04,2.19,Neutro,386.9,25.63801652892562,33.6,5.958333333333333,3709.661729068063
Soja,18.62,5.55,14.48,146.14,2.81,Neutro,385.2000000000001,25.595506723515907,33.6,5.958333333333333,3793.3453130316398
Soja,20.81,5.07,20.07,136.36,1.64,Neutro,370.1,25.72303513219848,33.6,5.291666666666667,3661.387531678106
Soja,19.37,5.83,10.77,42.13,1.97,Neutro,369.5,25.622892369210263,33.6,5.958333333333333,4222.509064919425
Milho,20.45,6.19,11.85,127.43,2.7,Neutro,369.5,25.71313524021105,35.8,9.958333333333334,6253.788045018647
Soja,19.42,5.64,10.04,114.57,2.2,Neutro,366.4,25.58867556134071,33.6,5.958333333333333,4035.052336146197
Milho,21.6,5.3,16.37,121.19,2.4,Neutro,366.4,25.73246896551724,35.8,10.375,6381.846203165109
Soja,19.82,5.53,7.41,83.25,2.41,Neutro,366.4,25.58698740716823,33.6,5.958333333333333,3677.394784287726
Milho,19.12,5.35,6.5,46.55,2.21,Neutro,339.0,25.790041379310345,36.0,11.041666666666666,5676.939072428614
Milho,18.38,5.96,13.11,125.72,3.27,Neutro,339.0,25.790041379310345,36.0,11.041666666666666,4304.704594132002
Milho,19.62,5.18,16.48,88.97,2.57,Neutro,339.0,25.80920800219238,36.0,11.333333333333334,3862.893542830407
Soja,19.99,5.59,17.08,120.98,3.41,Neutro,339.0,25.611396201266245,33.6,5.958333333333333,3988.125776302313
Milho,19.28,5.79,14.87,98.42,1.99,Neutro,292.79999999999995,25.92389853137517,36.0,13.083333333333334,6190.932965579309
Algodão,18.77,4.92,17.97,123.02,2.46,Neutro,285.9,26.40131429866304,37.7,22.875,1661.5248363544626
Algodão,21.96,4.82,21.88,43.48,3.0,Neutro,281.3999999999999,26.25860355029586,37.5,20.166666666666668,2137.529735961402
Milho,21.69,4.83,20.15,147.76,3.41,Neutro,280.6,25.927743658210947,36.0,13.291666666666666,4462.004084610117
Milho,18.12,5.08,22.38,124.45,1.82,Neutro,263.4,25.914675862068965,36.0,12.458333333333334,7181.755882575672
Algodão,20.89,5.39,9.16,115.4,2.08,Neutro,264.2,26.384887757463552,37.5,22.166666666666668,1742.417097106392
Algodão,21.9,4.81,8.54,113.53,1.83,Neutro,264.2,26.34172712380061,37.5,21.375,1946.6785220647807
Soja,18.77,5.47,15.42,132.05,3.12,Neutro,263.4,25.65117787640833,33.6,5.958333333333333,3620.1213121711407
Algodão,18.01,5.94,18.52,94.86,2.78,Neutro,264.2,26.42107674684994,37.7,22.875,1834.369273019311
Soja,21.46,5.96,16.56,89.63,1.68,Neutro,263.3,25.653943325367017,33.6,6.083333333333333,3895.2179891650794
Soja,18.12,5.66,12.13,142.82,1.81,Neutro,262.5,25.69471206084752,33.6,5.958333333333333,4448.482149032219
Algodão,19.02,4.93,8.54,105.01,2.59,Neutro,261.9,26.43594223153972,37.7,22.875,1733.1165218720291
Milho,18.38,6.0,15.87,44.02,2.19,Neutro,261.1,25.939138943248533,36.0,12.75,4554.803595807434
Milho,20.02,4.85,5.38,43.3,2.76,Neutro,261.1,25.881298477449004,36.0,11.625,5118.096993534765
Algodão,20.98,4.88,15.66,134.53,3.27,Neutro,261.9,26.43594223153972,37.7,22.875,1741.889395225017
Milho,20.57,5.33,19.9,55.03,1.67,Neutro,254.0,25.90698075265728,36.0,11.958333333333334,5069.6953878875975
Milho,18.66,5.31,21.86,106.45,2.9,Neutro,254.7,26.114891955219992,37.1,16.541666666666668,6210.164053532298
Milho,18.36,6.07,23.22,113.02,1.59,Neutro,248.90000000000003,26.098998154495124,37.1,16.208333333333332,4802.117739991719
Algodão,20.16,5.81,14.65,78.37,3.38,Neutro,249.7,26.450367211561243,37.7,22.875,1819.116985493942
Milho,19.62,5.34,14.46,75.44,2.09,Neutro,248.9,26.077659856725926,37.1,15.833333333333334,6455.704474063677
Algodão,21.2,5.99,9.59,68.29,1.92,Neutro,249.7,26.450367211561243,37.7,22.875,1732.6630795914182
Algodão,18.31,5.3,9.28,63.04,2.86,Neutro,247.3,26.448677626876343,37.7,22.791666666666668,1920.6094955455026
Algodão,21.51,6.2,20.33,81.62,2.61,Neutro,247.3,26.448677626876343,37.7,22.791666666666668,1559.2909802266154
Algodão,20.34,4.95,7.8,85.77,2.32,Neutro,247.3,26.448677626876343,37.7,22.791666666666668,1615.0342967662764
Algodão,18.58,4.88,20.9,124.84,2.69,Neutro,239.4,26.46184622800675,37.7,22.791666666666668,1873.4862367091469
Algodão,20.18,5.63,22.01,92.31,1.98,Neutro,239.4,26.46184622800675,37.7,22.791666666666668,1950.3560390636535
Algodão,20.54,5.44,5.54,54.35,2.71,Neutro,236.3,26.46447207998049,37.7,22.791666666666668,2001.279401532867
Soja,18.86,6.06,22.12,54.3,2.83,Neutro,235.5,25.75661646908042,35.8,9.541666666666666,3887.914747345641
Milho,19.92,6.15,6.77,67.95,2.55,Neutro,230.4,25.97313990232692,36.0,13.708333333333334,5452.830954985741
Algodão,20.68,5.2,17.84,137.13,2.32,Neutro,231.2,26.469217561932798,37.7,22.791666666666668,1656.5568987443523
Algodão,20.89,5.23,23.05,138.01,2.21,Neutro,230.50000000000003,26.47680730323217,37.7,22.791666666666668,1729.540613205545
Milho,19.05,5.82,9.27,112.74,3.04,Neutro,229.7,26.09003054707026,37.1,15.75,5091.690924716567
Milho,21.6,5.7,16.29,116.49,2.07,Neutro,222.6,26.21803278688524,37.1,17.916666666666668,5606.708196415921
Milho,18.27,5.13,17.71,130.68,2.47,Neutro,215.5,26.14037767286865,37.1,16.458333333333332,6932.617450630126
Algodão,19.52,5.7,14.77,81.0,2.42,Neutro,214.6,26.4948003014318,37.7,22.791666666666668,1807.7930101831168
Soja,21.93,5.73,16.84,40.9,1.63,Neutro,196.7,25.78391466305452,35.8,9.541666666666666,4115.225684336472
Milho,21.93,5.38,15.07,112.84,3.23,Neutro,197.5,26.19952474140341,37.1,17.125,5847.101653123927
Soja,18.37,4.83,17.69,64.33,1.82,Neutro,192.9,25.688007181328548,34.2,7.541666666666667,4244.2978308918855
Soja,18.75,6.06,12.94,98.06,2.55,Neutro,192.9,25.75560569246789,35.6,8.875,4127.695182294394
Milho,18.68,5.96,7.82,47.51,3.25,Neutro,193.7,26.373671562082777,37.5,20.08333333333333,4632.893764818438
Soja,21.19,5.69,6.04,111.76,2.4,Neutro,192.9,25.688007181328548,34.2,7.541666666666667,3756.702036967842
Algodão,18.03,5.77,9.45,124.54,2.04,Neutro,193.7,26.531389102072144,37.7,22.791666666666668,1657.4284549273834
Milho,19.25,5.34,19.46,127.74,2.54,Neutro,193.7,26.47629028032486,37.5,21.666666666666668,3903.266051474613
Milho,19.15,5.15,24.39,48.25,2.18,Neutro,188.7,26.36025047644977,37.1,19.625,4516.232893242056
Soja,20.02,5.06,9.34,120.12,2.55,Neutro,187.90000000000003,25.72337522441652,34.5,8.208333333333334,4164.720437824445
Milho,18.59,6.07,11.0,64.9,2.86,Neutro,183.3,26.370046588106327,37.1,19.625,7095.120571240957
Soja,21.11,5.05,16.38,108.03,2.04,Neutro,177.8,25.75248098515031,35.0,8.541666666666666,4675.831032664269
